sentence_id,sentence,true_label,predicted_label_tfidf,predicted_label_embedding
3212,"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .",neutral,neutral,neutral
4817,AstraZeneca sells Caprelsa rights to Sanofi unit,positive,positive,neutral
2576,$fb small long 109.25 via calls,positive,positive,positive
3226,"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .",neutral,neutral,neutral
5745,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",positive,positive,positive
5839,"According shipping company Viking Line , the EU decision will have a significant financial impact .",neutral,positive,positive
1467,Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,neutral,positive,positive
3166,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,positive,positive,neutral
3831,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",neutral,neutral,neutral
5407,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",neutral,neutral,neutral
5042,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,neutral,neutral
4672,"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral,neutral,neutral
3809,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative,neutral,neutral
3838,$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,positive,positive,positive
2730,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",positive,neutral,neutral
4862,The Kyroskoski investment is to be completed in late 2011 and the +ä+ñnekoski investment in the spring of 2012 .,neutral,neutral,positive
92,$aapl news is becoming very bullish again http://stks.co/tMU,positive,positive,positive
3096,$YHOO About to break out on the 5-min...,positive,positive,positive
1946,Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,positive,neutral,positive
1682,"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",negative,negative,negative
4782,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,positive,positive
4792,GSK joins China trade push as UK trumpets healthcare deals,positive,positive,positive
2837,"France T+®l+®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",neutral,neutral,neutral
1931,Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,positive,neutral,positive
4936,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",neutral,neutral,neutral
140,The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,neutral,neutral,neutral
4890,FTSE 100 flat; Standard Chartered leads risers,positive,negative,positive
2881,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,positive,positive,positive
4711,Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive,positive,positive
3834,The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .,neutral,neutral,neutral
368,"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,positive,positive
4598,Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative,positive,negative
5634,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative,negative,negative
5396,"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",positive,positive,positive
5374,"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",positive,positive,negative
5447,Financial terms were n't disclosed .,neutral,neutral,neutral
5779,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,positive,positive,positive
1028,Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,neutral,neutral,neutral
2222,"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",neutral,neutral,neutral
832,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",neutral,neutral,neutral
983,"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",positive,neutral,neutral
1536,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",neutral,negative,negative
3564,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",positive,positive,neutral
708,"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral,neutral,neutral
2700,"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",neutral,neutral,neutral
1493,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",positive,neutral,neutral
4412,"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",positive,positive,positive
3154,The total emissions reduction from 1999 to 2017 will be thus 41 % .,neutral,negative,negative
5423,The customers will have an access to integrated propeller and gear packages from one source .,neutral,neutral,neutral
4152,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",negative,positive,neutral
5513,"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",neutral,neutral,neutral
4048,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",neutral,neutral,neutral
3903,"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+Ñne , southern Sweden .",neutral,neutral,neutral
2864,"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",neutral,neutral,neutral
679,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",neutral,neutral,neutral
412,The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .,neutral,neutral,neutral
4636,"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive,neutral,neutral
5504,Arm profits and sales up as shift away from mobile gains pace,positive,positive,positive
4066,"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",neutral,neutral,neutral
4410,$KITD Looking for a oversold bounce.,positive,positive,negative
5265,"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",positive,positive,neutral
3851,"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",positive,neutral,neutral
537,Morrisons finance chief to fill gap as CEO leaves early,negative,negative,negative
1153,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral,neutral,neutral
940,Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,positive,positive,positive
5707,"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",positive,positive,negative
5502,$GRPN might be selling off ahead of $P earnings...,negative,positive,negative
519,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral,neutral,positive
3370,$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,positive,neutral,positive
3692,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,neutral,neutral,neutral
768,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,negative,negative
626,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,neutral,neutral,neutral
5070,The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,neutral,neutral,neutral
4469,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,negative,positive,negative
3205,"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",neutral,neutral,neutral
1087,$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,positive,positive,positive
4897,$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,positive,positive,positive
3366,Passenger volumes rose by 8.4 % in the accounting period .,positive,positive,positive
5658,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,neutral,neutral
2567,"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",neutral,neutral,neutral
116,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",neutral,neutral,neutral
1179,"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .",neutral,neutral,positive
4242,"UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",neutral,neutral,neutral
3323,HSBC Hit by Fresh Details of Tax Evasion Claims,negative,negative,negative
5244,$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,neutral,negative,negative
5156,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,positive,neutral,neutral
4710,Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,neutral,neutral,negative
5600,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive,neutral,positive
1972,$ilmn piper Jeffries raises pt.  I remain long,positive,positive,positive
2934,"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",neutral,neutral,neutral
1477,Glencore blames rivals for creating metals glut,negative,negative,negative
3523,"Purchase it for the 12MP snapper , if nothing else .",neutral,negative,neutral
4655,"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive,positive,positive
261,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",neutral,positive,negative
1938,The serial bond is part of the plan to refinance the short-term credit facility .,neutral,neutral,neutral
355,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral,neutral,neutral
5542,US dollar wipes out sales gains for SABMiller,negative,positive,negative
5089,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",neutral,neutral,neutral
5415,Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral,neutral,negative
3653,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",positive,positive,positive
3000,"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",positive,neutral,neutral
331,"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",neutral,neutral,neutral
5422,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",neutral,negative,negative
2500,"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",neutral,neutral,neutral
4143,In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,neutral,neutral,neutral
4293,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",positive,neutral,positive
365,"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",neutral,neutral,neutral
5503,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",neutral,neutral,neutral
1372,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",neutral,neutral,neutral
3892,Market Report: Aviva tops the market as traders approve of its choice of Friends,positive,neutral,positive
2751,"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .",neutral,neutral,neutral
22,"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral,neutral,neutral
5733,"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",neutral,positive,neutral
480,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",negative,neutral,negative
5595,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive,positive,positive
694,Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,positive,positive,positive
657,Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,positive,positive,positive
1470,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,neutral,neutral
3181,`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,neutral,neutral,neutral
216,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral,neutral,neutral
1127,Aviva weighs cash handout after beating profit forecast,positive,negative,negative
4474,hu will offer a further discount of between 25 % and 50 % on selected books .,neutral,neutral,neutral
159,"You need to be ready when the window opens up , Rosberg said .",neutral,positive,positive
3379,$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,negative,negative,negative
4028,"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",neutral,neutral,neutral
726,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive,positive,neutral
4654,$EFUT hod  posted buy pm at $4.40,positive,positive,negative
4582,The changes in readership were not significant .,neutral,neutral,neutral
5328,"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",neutral,neutral,neutral
4947,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive,positive,positive
3998,"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",positive,positive,neutral
4374,Status : Agreed,neutral,neutral,positive
459,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral,neutral,neutral
257,Altogether Finnair has canceled over 500 flights because of the strike .,negative,neutral,negative
1906,"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",positive,neutral,negative
3656,The contract value amounts to EUR 2.4 million .,neutral,neutral,neutral
5533,$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,positive,positive,positive
3580,The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,positive,positive,positive
4562,$GS sells flat..I am out..,negative,positive,negative
723,"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",positive,negative,positive
5702,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral,neutral,neutral
5483,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",neutral,neutral,neutral
2638,UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,neutral,neutral,neutral
5828,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",neutral,neutral,neutral
3142,Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral,neutral,neutral
5590,"Britain's FTSE steadies, supported by Dixons Carphone",positive,positive,neutral
4729,$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,neutral,positive,positive
5225,$IBM staying strong,positive,positive,negative
5288,"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",positive,positive,neutral
4264,Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,neutral,neutral,neutral
3802,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",positive,neutral,positive
1275,"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",positive,positive,positive
652,"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",positive,positive,positive
2359,The order was valued at USD12 .2 m.,neutral,neutral,positive
3134,The company expects sales revenue of RMB8 .0 billion in 2009 .,neutral,positive,neutral
602,"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",positive,positive,neutral
262,$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,positive,negative,negative
5668,Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,positive,positive
2223,These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .,neutral,neutral,neutral
647,"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",neutral,neutral,neutral
1543,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive,positive,positive
2422,Capital base and capital adequacy measurement is based on approaches under Basel II .,neutral,neutral,neutral
2224,"YIT acquired investment rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",neutral,neutral,neutral
5348,Irish housebuilder Cairn Homes plans London listing,positive,positive,neutral
635,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative,negative,negative
5453,"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",neutral,neutral,neutral
2610,"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",neutral,neutral,neutral
1313,"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",positive,positive,neutral
129,The adjustment measures will be carried out in phases to secure the delivery capability .,neutral,neutral,neutral
788,$AAPL I am big OUT from this. seems its falling towards 530.. :(,negative,positive,negative
4791,"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",neutral,neutral,neutral
3544,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,neutral,neutral,neutral
145,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,positive,neutral,positive
2973,Demand was brisk as expected and order levels have remained high .,positive,positive,positive
217,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",neutral,negative,negative
2598,The invention carries International Patent Publication No. .,neutral,neutral,neutral
4610,"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive,neutral,positive
1260,55 workers in +àm+Ñl will be affected by the close-down .,negative,negative,negative
1910,"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",neutral,neutral,neutral
4131,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,neutral,neutral,neutral
778,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,neutral,positive,positive
1181,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",positive,positive,positive
3589,"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",positive,positive,positive
1888,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",neutral,negative,neutral
5695,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,positive,positive
4324,Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,positive,neutral,positive
3688,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",neutral,neutral,neutral
1488,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative,negative,negative
3579,"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,neutral,neutral
871,The ECB can mainly target inflation .,neutral,neutral,neutral
1278,Copper market may get a 2003-style supply shock from Glencore closures,negative,positive,negative
1427,The result before taxes was a loss of 25.0 million euros .,neutral,neutral,negative
2660,The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral,neutral,neutral
512,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",neutral,negative,negative
3103,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral,neutral,neutral
2799,"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive,positive,neutral
4879,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",neutral,neutral,positive
914,GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,neutral,neutral,negative
2260,"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",neutral,negative,neutral
23,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,neutral,positive,neutral
4809,"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",neutral,neutral,neutral
3971,Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,positive,positive,positive
2005,"Finland-based companies , L+ñnnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .",neutral,neutral,neutral
3638,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,neutral,neutral
596,"With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said .",positive,neutral,positive
2787,loading $SPY and $AAPL puts. think were toppy IMHO.,negative,negative,negative
1067,Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .,positive,neutral,neutral
2037,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",negative,negative,neutral
5293,"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive,positive,positive
1486,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",positive,positive,positive
5227,#Apple up almost 20% from its February lows with very little fanfare. $AAPL,positive,positive,negative
2178,"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",negative,negative,neutral
4607,$TSLA recall model X https://t.co/b7izYa4BuE,negative,negative,negative
681,Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,positive,positive,positive
603,No financial details were reported .,neutral,neutral,neutral
235,The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,neutral,negative
3902,"According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery .",neutral,positive,positive
5740,"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",neutral,neutral,neutral
683,$PCLN runs into the 50sma on the acquisition news,positive,neutral,positive
2303,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",neutral,neutral,negative
2999,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",neutral,negative,negative
2196,"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",positive,neutral,neutral
2529,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral,neutral,neutral
3412,"Sales are expected to increase in the end of the year 2006 , however .",positive,positive,positive
941,"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",neutral,neutral,neutral
64,"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",positive,positive,positive
1263,"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",negative,negative,negative
1874,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",neutral,neutral,neutral
3451,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",negative,neutral,negative
211,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,neutral,neutral,neutral
3607,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",neutral,neutral,neutral
4161,Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,negative,positive,negative
2491,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral,neutral,neutral
4301,"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",negative,positive,positive
3754,"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",neutral,neutral,neutral
1068,"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN",negative,negative,negative
5088,"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",neutral,positive,positive
2508,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral,neutral,neutral
3662,"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",neutral,neutral,neutral
1596,ND = Not disclosed .,neutral,neutral,neutral
5665,"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive,positive,positive
